5521;8910;19;2
5549;8909;23;1
5554;8907;19;1
5574;8905;15;1
5580;8910;24;3
5619;8905;20;1
5674;8915;17;1
5686;8917;22;3
5723;8919;14;5
5728;8919;4;2
5735;8919;23;1
5740;8919;14;2
5778;8920;8;1
5810;8920;24;1
5817;8922;2;2
5859;8924;5;4
5866;8923;17;2
5879;8926;2;2
5920;8926;2;1
5956;8928;19;4
5960;8928;22;4
5967;8928;19;1
5974;8929;15;4
6001;8930;11;2
6012;8931;4;1
6028;8931;21;1
6068;8935;10;1
6095;8933;8;2
6106;8934;17;1
6115;8933;12;1
6140;8938;2;1
6148;8938;14;1
6155;8937;2;1
6193;8941;14;1
6210;8941;9;5
6219;8941;9;1
6223;8939;24;2
6264;8943;21;4
6274;8943;7;2
6284;8942;23;1
6327;8945;18;5
6378;8951;21;2
6380;8950;20;3
6422;8949;22;3
6427;8950;22;1
6438;8949;16;2
6475;8955;22;2
6491;8958;21;4
6511;8956;1;1
6526;8952;11;2
6537;8959;8;2
6554;8955;3;1
6559;8959;12;1
6567;8957;24;1
6570;8958;20;4
6596;8959;5;2
6608;8959;20;3
6657;8964;22;1
6671;8962;23;2
6673;8967;24;2
6683;8960;2;3
6692;8963;16;1
6707;8960;19;3
6731;8968;12;1
6749;8967;16;1
6768;8967;11;1
6771;8966;5;1
6779;8963;24;2
6790;8963;22;1
6802;8965;19;1
6839;8972;23;1
6861;8972;19;1
6865;8971;11;1
6894;8970;19;4
6904;8970;13;1
6957;8975;24;1
6961;8971;20;1
6973;8975;22;1
6982;8977;5;1
7006;8979;20;2
7053;8980;21;1
7083;8981;22;2
7089;8981;21;2
7092;8981;21;1
7102;8982;20;1
7156;8984;22;1
7190;8985;8;5
7205;8986;18;4
7209;8987;15;1
7236;8988;4;1
7255;8990;21;2
7276;8990;7;1
7285;8991;15;2
7303;8992;11;2
7307;8992;10;1
7322;8990;10;2
7345;8993;22;1
7353;8993;24;1
7414;8997;11;2
7428;8999;24;1
7446;8998;18;1
7486;9003;17;2
7500;9003;22;1
7520;9003;24;1
7530;9001;20;1
7534;9002;19;5
7543;9001;11;2
7559;9004;20;2
7566;9004;22;2
7578;9005;3;1
7606;9006;22;1
7623;9007;13;2
7646;9007;8;2
7663;9009;14;3
7672;9008;22;1
7715;9010;20;1
7741;9012;24;5
7749;9012;20;1
7784;9014;23;2
7821;9015;15;3
7836;9017;11;1
7870;9018;20;1
7888;9020;24;4
7911;9020;24;2
7924;9019;14;4
7969;9023;21;1
7990;9024;4;1
8016;9025;20;1
8034;9026;14;1
8041;9026;21;3
8047;9027;1;1
8054;9027;22;2
8072;9029;21;2
8082;9028;20;2
8098;9030;12;2
8111;9030;20;2
8129;9029;21;2
8132;9030;17;1
8147;9037;19;1
8160;9035;2;1
8166;9032;14;2
8179;9034;24;2
8183;9037;10;4
8210;9037;10;2
8259;9037;20;1
8284;9034;12;5
8299;9039;15;2
8300;9033;22;2
8302;9036;24;2
8313;9036;24;1
8350;9044;23;2
8385;9043;5;2
8389;9043;14;1
8427;9045;24;2
8449;9053;2;1
8462;9047;20;2
8469;9046;24;1
8472;9048;13;3
8491;9046;18;3
8525;9049;22;1
8527;9047;10;1
8581;9048;9;1
8725;9059;12;1
8730;9063;8;2
8745;9063;16;1
8757;9064;11;1
8770;9059;19;2
8777;9060;7;1
8787;9063;11;1
8810;9067;16;1
8820;9065;10;2
8837;9065;2;3
8871;9070;19;1
8894;9069;18;3
8909;9072;11;3
8926;9073;2;4
8960;9072;20;2
8975;9074;15;1
8985;9074;10;2
9014;9076;21;1
9025;9078;7;5
9033;9075;9;5
9061;9077;10;4
9078;9078;2;1
9079;9077;21;1
9080;9075;2;2
9088;9079;12;2
9100;9078;16;1
9134;9080;21;1
9143;9080;17;1
9157;9082;20;1
9166;9082;13;1
9184;9084;1;1
9213;9085;14;2
9252;9086;13;3
9272;9087;21;3
9293;9088;14;2
9294;9086;21;2
9356;9091;24;1
9366;9091;8;2
9392;9093;13;2
9456;9096;24;2
9482;9097;18;1
9545;9100;15;2
9553;9102;22;1
9572;9101;23;1
9584;9102;21;1
9618;9104;21;2
9645;9104;3;1
9661;9103;20;1
9685;9106;18;1
9689;9108;24;1
9694;9107;20;2
9707;9108;11;1
9711;9108;19;1
9742;9109;13;1
9771;9111;3;1
9802;9114;21;1
9846;9114;20;2
9856;9114;19;1
9870;9116;22;1
9883;9115;14;1
9897;9115;21;1
9926;9118;24;2
9932;9117;1;1
9962;9119;16;1
9983;9119;14;1
9998;9120;10;1
10004;9120;18;2
10018;9123;11;1
10028;9123;12;3
10031;9125;24;2
10039;9122;16;1
10041;9124;24;2
10049;9121;5;4
10065;9125;14;1
10070;9124;9;1
10085;9124;17;1
10127;9128;14;1
10157;9126;12;1
10187;9127;14;3
10192;9129;1;5
10195;9131;7;5
10196;9126;14;2
10210;9131;24;1
10241;9139;22;2
10252;9133;17;3
10269;9139;17;1
10298;9135;23;1
10304;9132;19;2
10332;9140;23;2
10333;9137;22;3
10398;9141;23;1
10399;9148;18;1
10429;9141;9;2
10443;9148;20;1
10447;9147;17;4
10466;9150;23;1
10471;9146;3;2
10480;9142;6;1
10488;9150;18;1
10489;9145;6;1
10490;9142;6;1
10510;9144;7;3
10517;9146;10;1
10557;9146;10;1
10561;9146;23;1
10565;9144;6;1
10568;9150;15;2
10593;9144;23;1
10630;9151;19;1
10687;9154;15;1
10690;9156;9;4
10691;9153;5;2
10732;9157;21;2
10755;9157;15;5
10791;9158;5;1
10818;9162;6;2
10826;9162;12;1
10837;9158;8;1
10845;9161;13;2
10846;9160;16;4
10854;9160;18;1
10874;9160;18;2
10882;9163;9;2
10887;9163;11;3
10909;9164;16;2
10954;9164;9;3
10962;9164;22;1
10984;9168;1;1
10986;9168;21;2
11015;9169;1;1
11047;9171;23;2
11076;9173;12;1
11079;9172;21;1
11086;9172;16;1
11093;9173;15;2
11110;9173;10;3
11135;9174;22;1
11140;9174;17;3
11159;9175;11;2
11195;9177;22;1
11212;9179;5;2
11232;9178;22;1
11243;9179;19;1
11256;9180;9;1
11281;9181;3;2
11290;9181;2;2
11303;9182;21;1
11314;9182;14;1
11324;9183;9;5
11339;9183;16;3
11393;9184;24;1
11401;9186;7;1
11412;9185;19;1
11426;9185;23;1
11445;9187;8;1
11468;9187;17;2
11476;9188;21;1
11482;9189;20;1
11497;9189;11;1
11502;9189;19;1
11519;9190;15;2
11565;9193;23;2
11572;9193;10;1
11592;9191;10;1
11596;9192;19;4
11626;9194;4;2
11634;9195;22;2
11669;9197;21;1
11705;9199;19;1
11731;9201;23;2
11755;9201;4;2
11805;9203;10;2
11821;9205;24;2
11831;9207;24;2
11834;9208;12;2
11845;9206;22;1
11852;9210;6;1
11869;9207;20;1
11878;9210;24;1
11897;9205;20;2
11930;9213;14;1
11943;9213;23;2
11967;9212;21;2
11969;9214;9;3
11983;9213;12;1
11985;9215;21;3
12020;9219;5;1
12026;9220;12;2
12029;9218;5;1
12053;9220;9;2
12060;9216;2;2
12062;9217;2;1
12083;9220;21;2
12086;9217;19;1
12089;9219;19;1
12109;9219;12;2
12132;9226;22;1
12148;9225;21;2
12195;9226;7;2
12204;9222;19;1
12206;9222;23;2
12214;9223;13;1
12228;9224;21;1
12256;9223;18;1
12315;9231;23;1
12337;9230;13;1
12356;9229;10;3
12391;9236;19;1
12402;9235;16;1
12403;9233;20;1
12420;9234;24;2
12421;9235;5;4
12426;9236;18;1
12484;9239;3;2
12495;9239;20;1
12505;9239;18;3
12522;9239;16;1
12537;9241;17;1
12549;9241;20;1
12572;9244;7;1
12596;9244;7;1
12598;9245;20;1
12613;9244;20;2
12614;9245;22;2
12665;9247;23;1
12668;9247;9;2
12685;9246;19;1
12766;9251;18;1
12791;9251;1;1
12805;9254;23;2
12807;9253;10;1
12812;9254;5;1
12823;9254;22;2
12856;9256;2;3
12866;9256;21;3
12908;9259;17;1
12918;9259;11;2
12956;9261;21;1
12976;9261;13;1
12987;9265;17;1
13002;9264;21;3
13012;9263;18;1
13014;9264;5;3
13065;9267;23;4
13139;9271;7;1
13151;9272;18;3
13170;9270;18;1
13187;9274;4;2
13209;9273;24;2
13235;9276;16;2
13242;9275;20;1
13251;9276;21;5
13262;9275;22;2
13270;9277;15;3
13316;9278;23;1
13348;9279;4;3
13350;9280;20;2
13366;9281;23;2
13480;9285;10;3
13510;9286;8;1
13516;9286;8;2
13527;9287;19;1
13545;9290;19;1
13567;9289;24;5
13590;9291;22;4
13619;9294;8;3
13632;9295;11;1
13633;9294;8;1
13661;9293;6;2
13736;9302;6;1
13742;9301;15;2
13745;9296;8;1
13754;9297;8;1
13777;9300;17;1
13778;9303;15;2
13816;9300;1;2
13831;9297;4;2
13833;9298;9;1
13842;9300;11;1
13858;9297;22;1
13866;9305;19;2
13914;9307;18;1
13922;9306;14;2
13945;9311;21;4
13954;9312;13;1
14008;9309;21;1
14023;9311;5;1
14055;9311;4;1
14077;9312;19;3
14162;9318;23;2
14171;9316;11;2
14172;9320;16;1
14193;9321;24;3
14216;9319;6;2
14223;9317;14;1
14226;9321;10;1
14232;9317;19;5
14262;9315;18;1
14276;9321;23;1
14279;9322;19;2
14316;9325;11;1
14319;9325;9;2
14321;9325;19;2
14347;9327;18;2
14351;9326;17;4
14358;9328;5;4
14371;9328;14;2
14423;9326;20;1
14440;9330;16;2
14446;9331;4;1
14453;9331;23;2
14456;9331;15;1
14480;9334;5;2
14507;9336;8;5
14520;9335;24;2
14537;9332;21;1
14560;9332;19;1
14584;9338;17;1
14591;9338;14;2
14607;9338;9;2
14622;9338;21;1
14641;9340;18;3
14652;9340;19;1
14675;9341;12;2
14682;9341;21;2
14685;9341;13;1
14716;9343;1;1
14769;9344;21;1
14782;9344;22;2
14804;9346;11;3
14806;9345;14;4
14813;9345;14;3
14821;9346;18;3
14825;9347;18;2
14833;9347;6;1
14834;9345;11;2
14861;9349;12;2
14877;9349;1;1
14898;9352;20;4
14901;9350;20;1
14903;9352;18;5
14922;9351;24;1
14944;9350;22;1
14956;9350;20;5
14985;9354;17;3
14989;9354;21;1
14996;9355;8;2
15016;9354;17;2
15043;9356;19;1
15046;9357;2;1
15071;9356;2;1
15151;9363;6;3
15154;9363;10;2
15164;9363;1;1
15183;9362;22;1
15240;9367;12;2
15277;9369;7;1
15280;9369;21;2
15289;9369;22;1
15317;9372;20;1
15331;9370;3;5
15341;9371;19;1
15342;9370;23;1
15412;9376;23;2
15453;9384;23;4
15457;9385;19;1
15472;9378;11;1
15481;9381;12;1
15492;9378;1;2
15569;9380;20;2
15575;9380;21;3
15580;9380;4;5
15582;9377;16;2
15619;9383;4;2
15620;9382;3;1
15675;9389;11;1
15692;9392;20;1
15739;9386;18;2
15755;9386;19;1
15761;9389;1;1
15852;9396;16;1
15886;9399;6;3
15890;9400;19;1
15916;9398;4;1
15918;9399;21;1
15933;9399;9;2
15986;9404;6;2
15996;9401;11;1
16023;9405;8;1
16031;9406;9;1
16043;9406;7;2
16059;9408;20;1
16076;9408;24;4
16079;9408;13;2
16090;9408;24;1
16099;9407;21;1
16111;9411;15;1
16133;9409;10;1
16153;9409;23;1
16161;9410;20;2
16164;9409;9;1
16190;9414;21;2
16192;9413;21;1
16200;9413;7;1
16208;9414;23;2
16215;9414;13;1
16230;9414;1;3
16233;9414;20;2
16235;9414;23;2
16252;9419;13;3
16286;9419;15;2
16315;9421;22;1
16330;9423;23;2
16370;9425;6;2
16392;9422;16;2
16445;9426;21;2
16456;9426;7;5
16464;9426;4;1
16487;9428;8;2
16520;9428;23;2
16522;9429;19;1
16532;9430;19;1
16577;9431;11;1
16612;9432;3;1
16623;9431;6;1
16626;9432;17;1
16632;9432;10;1
16675;9436;15;1
16694;9435;19;3
16711;9435;15;2
16720;9438;1;1
16735;9439;1;1
16742;9438;21;2
16808;9443;2;3
16817;9442;15;2
16834;9442;22;5
16848;9444;21;1
16878;9446;7;5
16886;9446;6;2
16900;9446;20;2
16922;9448;13;1
16951;9448;23;2
16958;9451;21;2
16966;9449;15;1
16988;9450;10;1
16999;9450;19;1
17023;9450;8;1
17041;9454;10;2
17053;9453;24;2
17061;9453;22;2
17067;9454;23;1
17089;9453;24;1
17107;9457;6;2
17125;9455;24;1
17146;9455;7;2
17162;9456;8;2
17174;9459;21;1
17199;9464;20;1
17211;9465;22;3
17225;9465;10;4
17231;9461;8;1
17236;9464;19;2
17241;9463;7;1
17259;9460;4;5
17271;9463;11;1
17276;9463;19;5
17323;9468;10;2
17333;9466;20;1
17355;9466;20;1
17414;9472;19;2
17416;9467;9;1
17429;9470;17;3
17442;9473;8;1
17479;9467;19;3
17544;9479;7;2
17548;9474;20;5
17556;9474;10;4
17584;9474;23;3
17604;9474;5;1
17671;9483;10;1
17684;9483;23;1
17693;9484;18;1
17694;9486;2;1
17711;9486;14;1
17734;9489;17;1
17782;9489;19;1
17790;9487;21;2
17849;9493;24;2
17856;9493;2;1
17858;9492;23;2
17877;9491;2;2
17912;9494;5;1
17929;9495;1;1
17933;9498;7;5
17948;9496;21;3
17961;9496;7;1
17965;9497;23;1
18004;9496;3;1
18053;9500;21;1
18058;9502;21;2
18076;9502;8;3
18079;9503;22;2
18161;9505;11;1
18171;9504;22;1
18203;9507;24;1
18239;9508;1;1
18254;9510;8;1
18258;9510;24;2
18299;9511;17;1
18307;9513;22;3
18308;9511;15;2
18340;9515;6;1
18349;9514;2;1
18402;9517;11;1
18407;9517;11;1
18442;9519;21;2
18449;9520;2;1
18453;9520;15;4
18456;9520;9;1
18474;9519;24;3
18487;9520;23;1
18500;9521;21;2
18515;9522;10;1
18525;9521;16;1
18537;9524;11;2
18539;9524;14;1
18548;9523;15;1
18555;9524;22;1
18564;9523;10;1
18572;9523;7;1
18593;9527;20;2
18599;9526;11;1
18606;9525;21;3
18636;9528;19;1
18658;9528;16;1
18660;9529;23;2
18679;9528;6;1
18716;9532;13;2
18719;9532;14;2
18723;9532;12;2
18748;9535;23;5
18771;9534;21;1
18784;9534;10;1
18788;9535;24;1
18806;9537;17;2
18812;9537;12;2
18819;9537;16;3
18833;9536;3;2
18843;9538;23;1
18847;9536;15;1
18879;9539;23;2
18893;9539;12;1
18902;9541;3;2
18942;9542;19;3
18954;9542;2;2
18962;9540;20;1
18977;9545;24;1
18991;9545;15;4
19002;9543;22;2
19009;9544;1;2
19010;9543;23;1
19021;9543;24;4
19022;9544;16;1
19029;9543;19;1
19069;9551;12;1
19121;9550;16;1
19128;9553;14;3
19144;9547;21;1
19163;9550;11;2
19187;9549;21;2
19203;9546;16;1
19210;9548;14;2
19223;9546;8;2
19277;9554;19;1
19296;9555;20;3
19309;9555;20;1
19315;9558;3;1
19337;9558;1;1
19352;9558;1;1
19382;9566;1;1
19402;9560;11;1
19413;9562;14;1
19421;9564;21;3
19423;9560;24;1
19429;9565;13;2
19458;9566;9;3
19480;9565;19;3
19509;9565;20;1
19527;9572;7;1
19548;9570;18;5
19550;9571;20;1
19562;9569;13;3
19595;9569;21;2
19602;9572;24;1
19618;9570;23;1
19633;9567;21;1
19641;9572;8;2
19662;9569;5;3
19682;9575;8;1
19701;9575;1;1
19707;9576;1;1
19719;9576;20;1
19739;9574;18;1
19746;9576;16;1
19772;9580;12;1
19793;9581;8;1
19835;9580;12;1
19869;9584;6;2
19879;9583;16;2
19904;9584;16;2
19936;9588;24;1
19947;9585;19;1
19951;9588;7;3
19953;9586;21;2
19957;9588;19;1
20007;9585;12;2
20010;9589;16;1
20052;9591;17;1
20069;9592;18;3
20081;9591;20;1
20087;9590;14;2
20096;9590;18;1
20122;9593;15;3
20139;9594;2;1
20221;9597;16;2
20223;9598;12;2
20238;9597;23;5
20245;9598;19;5
20273;9599;19;5
20277;9600;21;1
20334;9602;18;2
20343;9602;9;4
20373;9604;24;5
20389;9604;6;1
20449;9607;19;4
20457;9607;5;1
20473;9609;7;1
20479;9610;24;1
20480;9608;20;1
20492;9608;24;1
20506;9610;5;2
20534;9611;8;1
20536;9613;19;4
20552;9611;20;2
20571;9611;17;1
20624;9616;20;1
20653;9619;1;1
20662;9618;10;1
20675;9618;24;2
20677;9618;22;1
20730;9622;15;1
20745;9622;1;1
20755;9623;3;1
20779;9625;19;1
20793;9626;24;4
20807;9627;5;4
20851;9630;3;5
20867;9629;5;1
20871;9630;24;4
20885;9631;24;1
20899;9628;23;5
20904;9629;8;1
20905;9632;19;1
20915;9629;18;2
20983;9634;3;2
20994;9634;10;1
21001;9637;22;5
21018;9639;22;1
21063;9638;16;1
21108;9642;3;1
21176;9652;2;2
21203;9646;24;1
21219;9651;14;1
21225;9652;3;2
21238;9645;5;1
21239;9643;1;2
21240;9646;2;1
21251;9650;10;2
21292;9647;15;1
21318;9647;9;1
21387;9656;14;4
21391;9653;7;2
21420;9653;19;2
21432;9657;1;2
21460;9654;7;1
21501;9662;9;1
21510;9662;4;1
21519;9662;13;2
21524;9663;24;1
21563;9663;19;1
21583;9664;23;1
21588;9665;14;2
21592;9664;16;2
21596;9665;23;3
21606;9664;24;1
21628;9667;16;1
21635;9667;15;3
21641;9666;11;2
21662;9666;23;2
21664;9666;5;1
21678;9669;14;1
21679;9668;7;5
21696;9668;4;1
21698;9670;4;3
21705;9670;8;2
21737;9671;24;2
21748;9669;22;2
21785;9675;6;1
21815;9673;21;3
21816;9672;16;2
21830;9673;21;1
21837;9674;16;5
21853;9676;19;5
21881;9677;21;2
21884;9677;2;2
21907;9679;21;2
21969;9680;15;1
21979;9680;12;2
21987;9680;22;1
22003;9682;12;1
22024;9683;17;1
22034;9683;18;4
22040;9684;21;4
22049;9683;14;1
22060;9684;15;2
22088;9685;22;1
22093;9685;8;1
22095;9686;14;1
22106;9685;21;1
22122;9687;15;2
22129;9687;11;2
22165;9690;6;1
22182;9690;22;3
22195;9691;20;2
22228;9692;19;1
22247;9692;9;1
22276;9694;4;3
22311;9697;3;1
22329;9698;24;1
22347;9701;19;2
22353;9699;1;2
22404;9700;24;2
22413;9702;7;1
22456;9704;23;2
22468;9703;21;1
22483;9705;24;4
22488;9705;1;2
22498;9706;11;2
22546;9709;21;1
22555;9709;2;1
22584;9710;21;2
22592;9710;23;4
22608;9710;13;1
22622;9712;24;1
22626;9712;22;1
22668;9714;13;3
22684;9713;15;1
22690;9713;24;1
22706;9718;8;1
22742;9722;16;1
22745;9719;9;4
22766;9717;20;1
22771;9716;23;5
22780;9723;3;2
22784;9718;14;1
22799;9723;8;1
22801;9720;12;1
22805;9718;8;1
22812;9723;22;2
22821;9720;8;2
22872;9721;24;1
22900;9726;21;1
22909;9729;22;4
22918;9726;10;2
22931;9730;4;3
22952;9728;9;5
22986;9731;13;2
22997;9731;16;2
22999;9729;3;1
23009;9732;9;1
23031;9730;18;2
23032;9725;23;1
23039;9733;22;1
23066;9732;24;1
23068;9726;7;1
23075;9724;10;1
23088;9726;22;1
23170;9736;20;1
23173;9738;22;2
23182;9737;10;1
23201;9737;5;2
23211;9734;18;2
23226;9738;21;1
23256;9740;24;2
23276;9741;19;2
23281;9742;10;3
23310;9741;15;1
23325;9740;5;2
23369;9745;12;2
23396;9746;21;2
23398;9747;21;1
23405;9747;17;2
23415;9747;11;2
23446;9751;6;1
23467;9752;8;2
23469;9750;24;2
23485;9750;21;2
23525;9750;14;2
23544;9755;20;1
23555;9753;15;1
23563;9753;14;2
23574;9754;19;2
23582;9754;21;2
23619;9759;15;3
23623;9758;17;1
23649;9758;21;1
23658;9759;13;2
23687;9761;5;2
23723;9762;23;2
23738;9764;24;2
23772;9765;19;1
23774;9767;4;3
23859;9769;2;1
23884;9771;1;1
23905;9774;15;4
23924;9774;22;1
23926;9772;11;4
23940;9774;22;4
23971;9775;13;1
23982;9775;2;1
23984;9776;1;3
24003;9775;20;2
24015;9775;21;1
24041;9777;22;1
24073;9781;23;1
24084;9780;23;5
24137;9785;19;1
24141;9784;14;1
24224;9787;22;2
24234;9788;20;1
24245;9788;20;1
24251;9787;3;1
24275;9790;13;1
